0
American IPA
American Double / Imperial IPA
American Pale Ale (APA)
Russian Imperial Stout
American Double / Imperial Stout
American Porter
American Amber / Red Ale
Belgian Strong Dark Ale
Fruit / Vegetable Beer
American Strong Ale
Belgian Strong Pale Ale
Saison / Farmhouse Ale
Tripel
American Adjunct Lager
Witbier
American Barleywine
Hefeweizen
American Brown Ale
American Pale Wheat Ale
English Pale Ale
American Stout
Märzen / Oktoberfest
Doppelbock
German Pilsener
Winter Warmer
Dubbel
Belgian Pale Ale
English Brown Ale
Quadrupel (Quad)
Euro Pale Lager
Oatmeal Stout
American Wild Ale
Scotch Ale / Wee Heavy
Extra Special / Strong Bitter (ESB)
English India Pale Ale (IPA)
Pumpkin Ale
Old Ale
English Barleywine
Light Lager
Milk / Sweet Stout
Belgian IPA
Czech Pilsener
Irish Dry Stout
Baltic Porter
American Black Ale
English Porter
Bock
American Blonde Ale
Lambic - Fruit
Maibock / Helles Bock
Herbed / Spiced Beer
Rye Beer
Schwarzbier
Weizenbock
American Amber / Red Lager
Scottish Ale
American Pale Lager
English Bitter
Vienna Lager
Kölsch
Munich Helles Lager
Irish Red Ale
Munich Dunkel Lager
Altbier
Dunkelweizen
Bière de Garde
Flanders Red Ale
Belgian Dark Ale
Gueuze
Foreign / Export Stout
American Double / Imperial Pilsner
Flanders Oud Bruin
English Strong Ale
Cream Ale
Euro Dark Lager
Dortmunder / Export Lager
American Malt Liquor
California Common / Steam Beer
Rauchbier
Wheatwine
Berliner Weissbier
English Stout
Smoked Beer
Scottish Gruit / Ancient Herbed Ale
Euro Strong Lager
Eisbock
Keller Bier / Zwickel Bier
Black & Tan
English Dark Mild Ale
Kristalweizen
Chile Beer
Japanese Rice Lager
American Dark Wheat Ale
Bière de Champagne / Bière Brut
Lambic - Unblended
Low Alcohol Beer
Braggot
Sahti
Gose
English Pale Mild Ale
Faro
Roggenbier
Happoshu
Kvass
